Dataset_Name,Dataset_Type,K_Value,Q_Budget,Iteration,Exec_Time_Coreset,Cost_P_C_Baseline,Cost_Q_C_prime,Cost_P_C_prime,Cost_Random,Exec_Time_Random
donuts,tabular,4,8192,1,0.7824,43950548.64908449,43846249.166437596,43949168.35906174,43966222.39829413,0.048
donuts,tabular,4,8192,2,0.7293,43950548.64908449,48485608.405305214,48970716.566182554,43959668.57489246,0.0601
donuts,tabular,4,8192,3,0.7816,43950548.64908449,43516250.712614015,43982067.414813,43957157.99824256,0.0482
donuts,tabular,4,8192,4,0.8185,43950548.64908449,43862125.209102325,44035751.1814727,43989682.74028072,0.0592
donuts,tabular,4,8192,5,1.0583,43950548.64908449,44034756.55185514,43994793.564166464,43966916.5337693,0.0608
donuts,tabular,4,8192,6,0.6924,43950548.64908449,48943588.385105774,48601423.41855928,43978268.17181276,0.0456
donuts,tabular,4,8192,7,0.9208,43950548.64908449,44150125.03136261,44007868.388484,44027027.169338204,0.0603
donuts,tabular,4,8192,8,0.827,43950548.64908449,44149821.841263354,43991449.95690117,43993777.474692896,0.0523
donuts,tabular,4,8192,9,0.6376,43950548.64908449,43876936.27997639,43971533.56261285,43953098.43679857,0.0551
donuts,tabular,8,64,0,0.6583,15906032.25036961,12118609.650871573,16695401.974302616,18460651.41561477,0.0569
donuts,tabular,8,64,1,0.7614,15906032.25036961,13860339.690508896,16890144.881938852,17492089.677296743,0.0458
donuts,tabular,8,64,2,0.891,15906032.25036961,13274312.151009582,17439740.42664983,18053342.85160117,0.0489
donuts,tabular,8,64,3,0.5758,15906032.25036961,14162862.812874548,18196234.066636585,20019519.989613134,0.0497
donuts,tabular,8,64,4,0.744,15906032.25036961,13280770.728457134,17434901.506635536,18559884.680471376,0.0484
donuts,tabular,8,64,5,0.6135,15906032.25036961,11845646.343969537,18179727.322841607,18511212.536366902,0.0487
donuts,tabular,8,64,6,0.5096,15906032.25036961,14341396.485609809,16367875.259425115,17679401.148962434,0.06
donuts,tabular,8,64,7,1.3427,15906032.25036961,15459727.8727655,17408146.0954681,17998069.097243927,0.0496
donuts,tabular,8,64,8,0.5913,15906032.25036961,12938790.867787983,17358628.975099698,19078640.75210703,0.0507
donuts,tabular,8,64,9,1.4327,15906032.25036961,13509903.744570758,18988546.962207574,18180610.23356618,0.0459
donuts,tabular,8,128,0,1.0581,15906032.25036961,15557184.44569819,18644608.172427226,18680640.736142565,0.0459
donuts,tabular,8,128,1,1.1231,15906032.25036961,13214092.534811035,16763958.677333787,17627812.155407406,0.0432
donuts,tabular,8,128,2,0.4947,15906032.25036961,13879376.595708769,16517428.38326272,16298330.520155165,0.0438
donuts,tabular,8,128,3,0.7457,15906032.25036961,14784634.9378048,16401773.408755785,16716927.674231943,0.051
donuts,tabular,8,128,4,0.7657,15906032.25036961,14566543.256095897,18134704.974600554,16338371.417511526,0.048
donuts,tabular,8,128,5,0.8823,15906032.25036961,16466117.922090169,17166957.22246618,17017061.622647766,0.0495
donuts,tabular,8,128,6,0.6404,15906032.25036961,14131814.452842578,17429559.665359188,16685958.313490968,0.0482
donuts,tabular,8,128,7,0.724,15906032.25036961,14607696.934064686,16760537.775679193,16865721.208779555,0.0465
donuts,tabular,8,128,8,0.7374,15906032.25036961,13803821.478404393,16847400.34658154,18582599.782090694,0.0463
donuts,tabular,8,128,9,0.5298,15906032.25036961,14383841.619618818,16770553.49024478,17865624.875704706,0.0514
donuts,tabular,8,256,0,1.3391,15906032.25036961,15463183.283430222,15986611.985307459,16325737.853228163,0.0422
donuts,tabular,8,256,1,0.7048,15906032.25036961,14906694.653514732,16038565.957525134,18855260.82862387,0.0668
donuts,tabular,8,256,2,0.8044,15906032.25036961,15283998.130153794,16451930.724826997,16684470.643884307,0.0454
donuts,tabular,8,256,3,1.0942,15906032.25036961,15195990.494570995,16293616.596589461,16709907.923757942,0.0462
donuts,tabular,8,256,4,0.6449,15906032.25036961,15203345.906171015,16802368.073748708,16463954.96728549,0.0478
donuts,tabular,8,256,5,1.424,15906032.25036961,14451527.889365373,16523250.510613788,16779295.743590735,0.0465
donuts,tabular,8,256,6,0.6347,15906032.25036961,15250287.772702463,16683303.952975282,16491699.453905191,0.0484
donuts,tabular,8,256,7,0.5761,15906032.25036961,16169136.743360532,16354441.847731486,16591242.301888887,0.0572
donuts,tabular,8,256,8,0.775,15906032.25036961,16277140.363006089,16988182.07680014,19037084.878045075,0.0488
donuts,tabular,8,256,9,0.6208,15906032.25036961,15754333.22570292,16387137.475596325,16478703.724889452,0.0443
donuts,tabular,8,512,0,0.5781,15906032.25036961,14688819.505412742,16284922.101422604,16303387.190478897,0.0499
donuts,tabular,8,512,1,0.5895,15906032.25036961,14853272.667834962,16068079.639385793,16189594.327716406,0.047
donuts,tabular,8,512,2,0.707,15906032.25036961,15067795.554950854,16066543.515349826,16364253.294595193,0.062
donuts,tabular,8,512,3,0.6574,15906032.25036961,15296496.732210543,16118600.15249748,18718100.243866455,0.0509
donuts,tabular,8,512,4,0.5209,15906032.25036961,15185175.93068997,16249250.345298728,16584086.092311293,0.0422
donuts,tabular,8,512,5,1.3273,15906032.25036961,14878261.785193905,16117764.60850731,16050015.087055681,0.0456
donuts,tabular,8,512,6,1.1338,15906032.25036961,15371060.220109852,16070434.553155327,16198910.786548369,0.0437
donuts,tabular,8,512,7,0.7906,15906032.25036961,14608151.776419075,16079889.51166654,16296500.804580353,0.044
donuts,tabular,8,512,8,0.6813,15906032.25036961,15533423.712897627,16392832.220708515,16556166.970466333,0.0581
donuts,tabular,8,512,9,1.3592,15906032.25036961,16460763.838960305,18527195.28703103,16240496.420574335,0.0493
donuts,tabular,8,1024,0,0.8855,15906032.25036961,15441980.804237343,16001792.738630623,16002436.218210796,0.0491
donuts,tabular,8,1024,1,0.9378,15906032.25036961,14722326.898543626,16063314.930974517,16128540.274828339,0.0477
donuts,tabular,8,1024,2,0.5059,15906032.25036961,15245041.402377982,16000072.600821562,16121995.208631635,0.048
donuts,tabular,8,1024,3,0.794,15906032.25036961,15354774.425676994,15954915.823268894,15980322.40495129,0.0526
donuts,tabular,8,1024,4,0.9143,15906032.25036961,15316600.066473052,15963808.513405174,16005190.37933829,0.0589
donuts,tabular,8,1024,5,0.9733,15906032.25036961,15233495.571635231,15949110.107571162,16115358.682932325,0.0526
donuts,tabular,8,1024,6,0.676,15906032.25036961,15698284.430623403,16076418.113685925,16109593.889201716,0.0495
donuts,tabular,8,1024,7,0.8146,15906032.25036961,15485991.347321032,16037800.956277343,16033018.85788276,0.0489
donuts,tabular,8,1024,8,1.2291,15906032.25036961,15008023.232735137,16051269.665386243,15970257.51689737,0.0447
donuts,tabular,8,1024,9,0.6621,15906032.25036961,15804404.33452876,15966110.481087577,15996695.461547866,0.0516
donuts,tabular,8,4096,0,0.8208,15906032.25036961,16014202.255144795,15957692.65701105,15935522.870464958,0.06
donuts,tabular,8,4096,1,0.5905,15906032.25036961,15605821.752739131,15974191.6109077,18376921.734934896,0.0589
donuts,tabular,8,4096,2,1.3886,15906032.25036961,15588210.636099841,15949427.02183796,15930429.22408446,0.0792
donuts,tabular,8,4096,3,1.3714,15906032.25036961,15639424.590787893,15939155.80935105,15931166.11156459,0.0611
donuts,tabular,8,4096,4,0.9495,15906032.25036961,15574117.706993526,15949274.702137213,15921107.16708725,0.0539
donuts,tabular,8,4096,5,1.0556,15906032.25036961,15967184.005316293,15980682.958250308,15908611.027660895,0.0558
donuts,tabular,8,4096,6,0.6828,15906032.25036961,15778896.17427424,15942741.456510648,16031205.069323987,0.0628
donuts,tabular,8,4096,7,1.2529,15906032.25036961,15718409.850646019,15917377.791484099,15958502.488060195,0.1607
donuts,tabular,8,4096,8,0.797,15906032.25036961,15889163.050550604,15942228.40732637,15986545.781282708,0.0573
donuts,tabular,8,4096,9,0.5242,15906032.25036961,15675345.222589163,15945873.143316079,15933656.760727294,0.0568
donuts,tabular,8,8192,0,1.0174,15906032.25036961,15816822.602807503,15924142.73122762,15918156.669641891,0.0627
donuts,tabular,8,8192,1,1.2814,15906032.25036961,16002502.891715562,15907094.324613016,15935484.909308683,0.0643
donuts,tabular,8,8192,2,0.7171,15906032.25036961,15914347.273378706,15921146.484336283,15948526.450417615,0.0516
donuts,tabular,8,8192,3,1.1198,15906032.25036961,16176965.647405742,16093936.367280465,15911372.774855182,0.0681
donuts,tabular,8,8192,4,0.6282,15906032.25036961,15834835.62178474,15923591.342902621,15914969.098906275,0.0709
donuts,tabular,8,8192,5,0.6811,15906032.25036961,15840298.70120102,15913461.350191113,15917950.042999746,0.0562
donuts,tabular,8,8192,6,1.2089,15906032.25036961,15732650.85107431,15918230.894486409,15918395.962313293,0.0599
donuts,tabular,8,8192,7,1.2662,15906032.25036961,15998742.142815432,15923299.550400607,15934612.337793913,0.0599
donuts,tabular,8,8192,8,0.5219,15906032.25036961,15837460.546047803,15936698.888447782,15930210.857521357,0.0605
donuts,tabular,8,8192,9,1.1015,15906032.25036961,15828064.391121807,15903573.810195114,15921175.282310378,0.0577
donuts,tabular,16,64,0,0.9547,7016603.885696024,5390473.324330561,8720029.298772728,8036851.825742428,0.05
donuts,tabular,16,64,1,0.9699,7016603.885696024,5137496.566100516,8705573.796232743,11259369.79822094,0.0475
donuts,tabular,16,64,2,0.9614,7016603.885696024,5071176.34907052,8817631.909971235,9127212.764964743,0.0751
donuts,tabular,16,64,3,0.9595,7016603.885696024,5643495.89200654,8242239.874789873,8961979.643989593,0.0503
donuts,tabular,16,64,4,0.9212,7016603.885696024,6363105.163803509,8572053.672534958,9096011.405206975,0.0456
donuts,tabular,16,64,5,1.004,7016603.885696024,4980914.813389828,8734984.964191683,11980601.56102657,0.0571
donuts,tabular,16,64,6,1.0559,7016603.885696024,4308924.6036197655,8243487.412316767,9631029.783716245,0.0435
donuts,tabular,16,64,7,1.0279,7016603.885696024,4531393.179551883,8531450.422106553,9437665.337653687,0.0471
donuts,tabular,16,64,8,0.8175,7016603.885696024,4823064.14888994,9183207.097354956,9079344.935863651,0.0437
donuts,tabular,16,64,9,0.9572,7016603.885696024,6602073.2910001,9364173.205651043,9712872.831011254,0.0443
donuts,tabular,16,128,0,0.9646,7016603.885696024,6296450.967068917,8049272.30982423,8442296.264451716,0.0459
donuts,tabular,16,128,1,0.9712,7016603.885696024,6668422.457331993,7832741.979687686,8177226.024727155,0.0538
donuts,tabular,16,128,2,0.8607,7016603.885696024,6296815.930267577,7681184.227380684,8772763.703372423,0.047
donuts,tabular,16,128,3,1.0146,7016603.885696024,5125605.7573622195,7768817.715097864,8224198.314622825,0.051
donuts,tabular,16,128,4,0.863,7016603.885696024,5679164.145307007,8074780.840983458,8531636.70533384,0.0469
donuts,tabular,16,128,5,0.8355,7016603.885696024,7110566.268130097,8541211.257941106,8988224.629015144,0.0483
donuts,tabular,16,128,6,0.9048,7016603.885696024,5763489.520379096,7971987.517815894,8651443.758513043,0.0542
donuts,tabular,16,128,7,0.8977,7016603.885696024,6477409.450456551,8196245.324749931,8043544.9261358045,0.0488
donuts,tabular,16,128,8,0.8732,7016603.885696024,5473273.998570342,7826502.981267385,8383501.020895996,0.0503
donuts,tabular,16,128,9,1.0097,7016603.885696024,6267647.685031566,7665774.84775978,8134814.637545478,0.0585
donuts,tabular,16,256,0,0.8474,7016603.885696024,6617398.806416467,7301071.522822403,7888076.529701607,0.0491
donuts,tabular,16,256,1,1.0181,7016603.885696024,6406715.734412179,8146626.93590003,8451834.144291062,0.0563
donuts,tabular,16,256,2,0.7729,7016603.885696024,6755166.425812612,8023494.266090838,7707150.362830115,0.0534
donuts,tabular,16,256,3,0.8611,7016603.885696024,6451122.054087778,7898574.135311934,7606647.666943314,0.0471
donuts,tabular,16,256,4,1.008,7016603.885696024,6304254.01763121,8121297.411758656,7608707.631225701,0.0543
donuts,tabular,16,256,5,0.9655,7016603.885696024,6669358.217397583,7480921.085859166,8048239.714175233,0.0474
donuts,tabular,16,256,6,0.8902,7016603.885696024,6234978.87586958,7734570.454468911,8055617.302857777,0.0597
donuts,tabular,16,256,7,0.9105,7016603.885696024,6918389.554830533,8011788.972674553,7664452.068360574,0.0482
donuts,tabular,16,256,8,0.8924,7016603.885696024,6694115.478951633,7926692.408111503,8052275.982172291,0.0433
donuts,tabular,16,256,9,0.9007,7016603.885696024,6208707.70267329,7282024.848006375,7751776.687546875,0.0515
donuts,tabular,16,512,0,0.8569,7016603.885696024,6839007.175998701,7365937.814386416,7515188.488862773,0.0515
donuts,tabular,16,512,1,1.0812,7016603.885696024,6908605.787280565,7435696.193670014,7895385.15078597,0.0493
donuts,tabular,16,512,2,0.981,7016603.885696024,6896471.482640804,7498602.732713778,7317920.997909064,0.0515
donuts,tabular,16,512,3,0.9753,7016603.885696024,6945453.877942821,7378938.250997228,8170885.601286052,0.0452
donuts,tabular,16,512,4,1.0099,7016603.885696024,6794502.592132788,7232523.627993364,7439542.78479631,0.0455
donuts,tabular,16,512,5,0.8576,7016603.885696024,6705861.681309202,7297003.34696779,7907843.1804838935,0.0729
donuts,tabular,16,512,6,0.9428,7016603.885696024,7359594.611211244,7897618.596104583,7201945.796523168,0.047
donuts,tabular,16,512,7,0.9476,7016603.885696024,6596059.04589048,7227890.631017312,7385864.03147652,0.0467
donuts,tabular,16,512,8,0.9912,7016603.885696024,6870869.212453581,7730828.377682313,7274975.669964388,0.051
donuts,tabular,16,512,9,0.956,7016603.885696024,7154296.381544506,7749070.68366731,7307208.394707052,0.0528
donuts,tabular,16,1024,0,0.7978,7016603.885696024,6766118.482289386,7111140.9036342595,7151041.619943308,0.0472
donuts,tabular,16,1024,1,0.9739,7016603.885696024,7088520.755818643,7401558.6016359795,7504352.830103226,0.0494
donuts,tabular,16,1024,2,0.9436,7016603.885696024,7065935.18622813,7550321.512835044,7171746.875414096,0.0524
donuts,tabular,16,1024,3,0.9697,7016603.885696024,6496942.043449724,7125270.573049389,7276992.37392226,0.0498
donuts,tabular,16,1024,4,1.0548,7016603.885696024,6954661.84377083,7281263.433380315,7237257.8533641845,0.0545
donuts,tabular,16,1024,5,0.7976,7016603.885696024,6919822.97739502,7328745.81136231,7401446.094633374,0.0532
donuts,tabular,16,1024,6,0.8646,7016603.885696024,7298565.222682563,7671027.055548403,7115779.863025254,0.0578
donuts,tabular,16,1024,7,0.9022,7016603.885696024,6767221.596025538,7217484.383594684,7198493.707291057,0.0484
donuts,tabular,16,1024,8,0.8627,7016603.885696024,6905771.7008910375,7294182.154070015,7525809.589773567,0.0603
donuts,tabular,16,1024,9,0.8973,7016603.885696024,7380009.552456757,7596068.892879676,7668060.76467081,0.0466
donuts,tabular,16,4096,0,0.8513,7016603.885696024,6954509.701049113,7070695.631486367,7163679.775742834,0.0609
donuts,tabular,16,4096,1,0.4997,7016603.885696024,7495966.77181833,7608796.396276512,7700055.300911067,0.0674
donuts,tabular,16,4096,2,0.9289,7016603.885696024,6939852.493218537,7051434.802958,7253685.793193361,0.0705
donuts,tabular,16,4096,3,0.8809,7016603.885696024,6901431.120743311,7043185.890405966,7112618.683977267,0.0553
donuts,tabular,16,4096,4,0.771,7016603.885696024,6876749.9040447865,7069177.102910534,7052898.553514335,0.0748
donuts,tabular,16,4096,5,0.9523,7016603.885696024,6896762.440466415,7043779.808438772,7085332.448931906,0.0646
donuts,tabular,16,4096,6,0.5356,7016603.885696024,7121611.814489355,7163971.342009269,7045984.029121297,0.0649
donuts,tabular,16,4096,7,0.9525,7016603.885696024,6928352.402917229,7000869.518309749,7116965.507697469,0.06
donuts,tabular,16,4096,8,0.7784,7016603.885696024,6891677.959026325,7038502.8016261775,7062485.322379686,0.0933
donuts,tabular,16,4096,9,0.7984,7016603.885696024,7060894.224381529,7046158.6788014155,7298355.387015688,0.0685
donuts,tabular,16,8192,0,0.9407,7016603.885696024,7008526.278302847,7112239.94582187,7113823.127937996,0.062
donuts,tabular,16,8192,1,0.9427,7016603.885696024,7421242.51343309,7472468.033865135,7032404.671339119,0.1522
donuts,tabular,16,8192,2,0.8953,7016603.885696024,6985198.151399416,7031436.081428504,7556631.563832324,0.0649
donuts,tabular,16,8192,3,0.9481,7016603.885696024,7008977.737008868,6998825.224461806,7019195.176697336,0.069
donuts,tabular,16,8192,4,1.1102,7016603.885696024,7025763.775551074,7106895.982331462,7089654.400631984,0.0543
donuts,tabular,16,8192,5,1.0942,7016603.885696024,7078598.8894965425,7031209.181429803,7034401.410751241,0.0936
donuts,tabular,16,8192,6,1.0304,7016603.885696024,6940386.018207554,6976881.595801584,7114980.042773619,0.071
donuts,tabular,16,8192,7,1.026,7016603.885696024,6995238.001023629,7018571.984627301,7067233.219880775,0.0717
donuts,tabular,16,8192,8,0.8526,7016603.885696024,6916512.617541822,7001989.565460684,7031525.610066501,0.0701
donuts,tabular,16,8192,9,0.9981,7016603.885696024,7075776.208648514,7128036.351839682,7033527.333087151,0.0607
donuts,tabular,32,64,0,0.7992,3818453.282211436,1689004.6276913923,4803526.940745386,6114986.287659997,0.0551
donuts,tabular,32,64,1,0.8553,3818453.282211436,1421515.3741630847,5214230.917314019,6902824.174956478,0.0493
donuts,tabular,32,64,2,0.8701,3818453.282211436,1557591.1516505787,5265265.4685710985,5709866.169964302,0.0643
donuts,tabular,32,64,3,0.8554,3818453.282211436,1796870.3440403787,5211086.632470223,6308591.172552649,0.0575
donuts,tabular,32,64,4,0.8384,3818453.282211436,1563267.3551836067,4939070.769489685,5603800.003300369,0.0517
donuts,tabular,32,64,5,0.8496,3818453.282211436,1741236.8612198369,4786429.731521625,5344707.568562575,0.0517
donuts,tabular,32,64,6,0.8519,3818453.282211436,1871726.1450017476,4791231.250442073,5527626.370453895,0.0621
donuts,tabular,32,64,7,0.8689,3818453.282211436,1481004.0444946985,5243167.36964123,5567721.376860445,0.0513
donuts,tabular,32,64,8,0.9127,3818453.282211436,1485034.200346727,4811485.4818468895,5936411.343535005,0.0624
donuts,tabular,32,64,9,0.8995,3818453.282211436,1550878.2757729187,4817871.00837888,5282786.745013657,0.0518
donuts,tabular,32,128,0,0.8988,3818453.282211436,2623354.546260963,4734413.221007974,5258384.0753488,0.0519
donuts,tabular,32,128,1,0.9215,3818453.282211436,2516861.4847300523,4544587.640901819,5102611.993788626,0.0499
donuts,tabular,32,128,2,0.9365,3818453.282211436,2563414.0274490714,4648120.616643914,5362710.88976942,0.0511
donuts,tabular,32,128,3,0.8511,3818453.282211436,2462505.019068705,4493751.842348936,4657364.6504391115,0.047
donuts,tabular,32,128,4,0.7981,3818453.282211436,2655870.383794406,4737650.145291783,5013047.188190959,0.0508
donuts,tabular,32,128,5,0.7967,3818453.282211436,2547025.8373116716,4551088.288297144,4869848.751552312,0.0542
donuts,tabular,32,128,6,0.7855,3818453.282211436,2409268.1035120925,4488172.740269082,4863003.970562982,0.0519
donuts,tabular,32,128,7,0.9491,3818453.282211436,2398960.100546805,4494220.040382352,5178507.377704359,0.0796
donuts,tabular,32,128,8,0.9622,3818453.282211436,2637945.214524462,4574242.25505143,4869248.908921495,0.0656
donuts,tabular,32,128,9,0.9802,3818453.282211436,2694185.1432788824,4338905.849316401,4644496.015420578,0.0534
donuts,tabular,32,256,0,0.8838,3818453.282211436,3074136.7844049064,4167467.7641885644,4473769.984714691,0.0554
donuts,tabular,32,256,1,1.0348,3818453.282211436,3132354.6766715003,4349911.838128204,4569018.674863868,0.055
donuts,tabular,32,256,2,0.9825,3818453.282211436,2999744.0796397678,4324965.805222146,4858322.582664313,0.0521
donuts,tabular,32,256,3,0.8182,3818453.282211436,2888583.894583878,4358284.515770417,4629499.94761499,0.0544
donuts,tabular,32,256,4,0.9064,3818453.282211436,3224366.5641067782,4313949.435955914,4599816.78031352,0.0508
donuts,tabular,32,256,5,0.8309,3818453.282211436,3009824.5380988917,4241636.546759227,4644111.071133473,0.0522
donuts,tabular,32,256,6,0.901,3818453.282211436,2910683.3751845495,4316491.869586006,4366170.687467316,0.0504
donuts,tabular,32,256,7,0.9209,3818453.282211436,3168478.986374153,4295987.976126468,4361408.619064508,0.0544
donuts,tabular,32,256,8,0.9574,3818453.282211436,3141445.5804562503,4192784.495204338,4453202.972816444,0.0583
donuts,tabular,32,256,9,0.9042,3818453.282211436,2923250.9906754345,4285141.731567718,4502202.795999692,0.0507
donuts,tabular,32,512,0,0.9389,3818453.282211436,3210816.5993495346,4047926.683602315,4224408.727874416,0.0523
donuts,tabular,32,512,1,1.0073,3818453.282211436,3521922.1712347055,4216547.932449633,4164948.5228409152,0.0543
donuts,tabular,32,512,2,1.0258,3818453.282211436,3544423.348334579,4182695.378014002,4151008.532220605,0.0699
donuts,tabular,32,512,3,0.8479,3818453.282211436,3240689.6677526375,4269147.177015416,4222866.096300829,0.0523
donuts,tabular,32,512,4,0.8874,3818453.282211436,3492921.0034862887,4125169.053184413,4345892.654948453,0.054
donuts,tabular,32,512,5,0.8174,3818453.282211436,3311366.185683418,4125434.1079223263,4187449.104845563,0.0599
donuts,tabular,32,512,6,0.8979,3818453.282211436,3353940.123068842,4085594.0828432795,4297527.502478307,0.0579
donuts,tabular,32,512,7,0.91,3818453.282211436,3462269.0308857756,4264513.9905274175,4346695.610528024,0.055
donuts,tabular,32,512,8,0.8049,3818453.282211436,3265896.8975592717,4085049.2384650386,4220654.610922559,0.0596
donuts,tabular,32,512,9,0.8175,3818453.282211436,3394526.5490297237,4239023.121819229,4108741.0141042485,0.0595
donuts,tabular,32,1024,0,0.8308,3818453.282211436,3551753.3826316865,4035747.1476567,4174586.955398449,0.0539
donuts,tabular,32,1024,1,0.9719,3818453.282211436,3759591.72437971,4042354.7760382593,3940128.5747221517,0.0495
donuts,tabular,32,1024,2,0.9239,3818453.282211436,3747050.702722114,4079381.289263035,4152234.668932262,0.0498
donuts,tabular,32,1024,3,0.888,3818453.282211436,3602529.817205767,4077268.33546172,4115232.8635499384,0.0701
donuts,tabular,32,1024,4,0.8789,3818453.282211436,3591962.5116834124,3908497.3357867887,3970667.268318139,0.053
donuts,tabular,32,1024,5,0.8348,3818453.282211436,3512421.1682936433,3913661.461610339,4062069.9810145823,0.0515
donuts,tabular,32,1024,6,0.9023,3818453.282211436,3577332.495658842,3954221.654054245,4021572.639834183,0.0655
donuts,tabular,32,1024,7,0.9266,3818453.282211436,3540509.0805439088,4005495.999038006,4202209.542746613,0.0557
donuts,tabular,32,1024,8,0.9277,3818453.282211436,3539104.40289623,3930519.520652815,4015692.198461904,0.0493
donuts,tabular,32,1024,9,1.0301,3818453.282211436,3505773.4975231136,3932050.704116615,4050149.392771896,0.0529
donuts,tabular,32,4096,0,0.9325,3818453.282211436,3639739.239390493,3851460.2493655393,3838435.101415225,0.0877
donuts,tabular,32,4096,1,1.0789,3818453.282211436,3778625.3372949325,3909016.641833461,3863300.4648542413,0.077
donuts,tabular,32,4096,2,0.9919,3818453.282211436,3674508.7740009963,3862215.6602655826,3824425.893883966,0.0559
donuts,tabular,32,4096,3,0.9035,3818453.282211436,3782938.646807635,4020653.3526226594,4021836.089717906,0.0749
donuts,tabular,32,4096,4,0.9071,3818453.282211436,3725476.6730488557,3848369.3991639083,3819943.0813342966,0.0846
donuts,tabular,32,4096,5,0.9318,3818453.282211436,3753374.623077551,3944837.8469091617,3937823.863963452,0.0642
donuts,tabular,32,4096,6,0.911,3818453.282211436,3656912.1238567983,3836302.8890594654,3877258.973797514,0.0717
donuts,tabular,32,4096,7,1.0079,3818453.282211436,3763115.516174905,3982742.625228924,3841296.715919478,0.0664
donuts,tabular,32,4096,8,1.0995,3818453.282211436,3782134.5137459924,3927378.359559337,3873565.3247246263,0.0651
donuts,tabular,32,4096,9,0.9641,3818453.282211436,3728129.701156713,3881054.00253108,4089417.4900433663,0.0735
donuts,tabular,32,8192,0,0.9886,3818453.282211436,3781877.501276668,3877080.8932587374,3875689.600408288,0.0742
donuts,tabular,32,8192,1,0.989,3818453.282211436,3737407.4382877517,3836133.753205037,3826760.774694577,0.0726
donuts,tabular,32,8192,2,1.0063,3818453.282211436,3762507.337889903,3871852.0259519788,3862127.2830036506,0.0899
donuts,tabular,32,8192,3,1.2232,3818453.282211436,3707292.8672746294,3789414.4661340453,3827759.1687031817,0.0752
donuts,tabular,32,8192,4,1.0685,3818453.282211436,3763408.2079217974,3801087.476360404,3861395.9641165943,0.1852
donuts,tabular,32,8192,5,0.9226,3818453.282211436,3711185.367721742,3822048.7451218166,3791504.664761147,0.1384
donuts,tabular,32,8192,6,0.9462,3818453.282211436,3704428.976612577,3805818.3813701533,3870231.5594073487,0.0904
donuts,tabular,32,8192,7,1.0696,3818453.282211436,3758280.9313793276,3891005.9994832426,3873383.0526395105,0.0798
donuts,tabular,32,8192,8,0.975,3818453.282211436,3708379.1189890993,3828706.5737753953,3898596.3061791435,0.1034
donuts,tabular,32,8192,9,0.9116,3818453.282211436,3711981.1000615763,3836350.1941033048,3886934.9706669645,0.1168
donuts,tabular,64,64,0,1.828,2005270.4140569994,774304.2147376093,2617011.9379496137,3435405.3640989913,0.0694
donuts,tabular,64,64,1,1.6422,2005270.4140569994,780149.2549469923,2585419.5268903635,4419512.026858389,0.0667
donuts,tabular,64,64,2,1.7407,2005270.4140569994,858399.8726094754,2477304.3312747567,4106734.4712405964,0.0621
donuts,tabular,64,64,3,1.8204,2005270.4140569994,740760.3185087322,2611846.9603676666,4344057.017034676,0.0662
donuts,tabular,64,64,4,1.8536,2005270.4140569994,780443.1680003081,2551840.125904276,3610030.0460020145,0.0716
donuts,tabular,64,64,5,1.7984,2005270.4140569994,821711.2458269207,2465351.1212800303,3804189.2964542797,0.0704
donuts,tabular,64,64,6,1.8268,2005270.4140569994,792245.809469781,2521411.5535381893,4688962.1256548995,0.0783
donuts,tabular,64,64,7,1.7755,2005270.4140569994,784584.7090947054,2409649.8885530373,5010173.816594033,0.0746
donuts,tabular,64,64,8,1.7174,2005270.4140569994,901580.3857406662,2477179.7131441813,4430825.177432286,0.0687
donuts,tabular,64,64,9,1.7432,2005270.4140569994,937099.8682948644,2484113.1970385266,4715299.8255364215,0.0668
donuts,tabular,64,128,0,1.7833,2005270.4140569994,795016.9393146925,2526756.14946327,2766449.0392693654,0.0723
donuts,tabular,64,128,1,1.8267,2005270.4140569994,878026.544659446,2575926.141141947,2831562.6894136323,0.0619
donuts,tabular,64,128,2,1.7165,2005270.4140569994,691795.3532971959,2636268.370726931,3097859.2771547064,0.0707
donuts,tabular,64,128,3,1.8113,2005270.4140569994,842602.7000933312,2474601.3709455924,2706759.8275294895,0.0686
donuts,tabular,64,128,4,1.7271,2005270.4140569994,702350.2570444258,2553465.676807457,2880340.0932547227,0.0666
donuts,tabular,64,128,5,1.8178,2005270.4140569994,757276.699921212,2555120.927135595,2991862.9359172983,0.0581
donuts,tabular,64,128,6,1.6871,2005270.4140569994,787323.1422809088,2427702.513061757,2688585.517853152,0.0594
donuts,tabular,64,128,7,1.6139,2005270.4140569994,809461.2245112149,2503724.7576680547,2935186.8621814367,0.0648
donuts,tabular,64,128,8,1.5404,2005270.4140569994,687625.4611415329,2653230.3916407125,2737728.891367043,0.0642
donuts,tabular,64,128,9,1.5308,2005270.4140569994,766030.3544562242,2717414.3198311995,2767285.514435713,0.0647
donuts,tabular,64,256,0,1.5628,2005270.4140569994,1249862.6086259363,2318995.5926558804,2653743.631155953,0.0654
donuts,tabular,64,256,1,1.6646,2005270.4140569994,1294458.1675252547,2406372.3012570944,2620308.6460147826,0.0641
donuts,tabular,64,256,2,1.663,2005270.4140569994,1295918.8938254425,2374191.2515047872,2803996.6718824324,0.0586
donuts,tabular,64,256,3,1.5667,2005270.4140569994,1229447.233345708,2310738.713448833,2560583.529215114,0.0686
donuts,tabular,64,256,4,1.7937,2005270.4140569994,1197931.913340179,2356758.6130489837,2602014.3080747193,0.0527
