Dataset,Clusters,Budget,Iteration,Cost,Time
uber,64,4096,4,19.24780147890878,0.5889
spotify,2,64,0,31779.209905342985,0.0369
spotify,2,64,1,32740.80163546324,0.0432
spotify,2,64,2,29516.168662359396,0.0418
spotify,2,64,3,30011.859820391102,0.0322
spotify,2,64,4,29903.21805635881,0.033
spotify,2,128,0,29560.281033964155,0.051
spotify,2,128,1,31540.884486409443,0.0329
spotify,2,128,2,29649.645614913443,0.0569
spotify,2,128,3,32034.719926831393,0.0322
spotify,2,128,4,31774.303295091217,0.0367
spotify,2,256,0,31887.57989179067,0.0469
spotify,2,256,1,31882.10493570834,0.072
spotify,2,256,2,29139.284135049682,0.0323
spotify,2,256,3,31912.108642183644,0.0427
spotify,2,256,4,31738.817371174464,0.0455
spotify,2,512,0,29251.331241461907,0.0323
spotify,2,512,1,29196.792167226668,0.0339
spotify,2,512,2,29173.167279856134,0.0536
spotify,2,512,3,29154.449412643953,0.0401
spotify,2,512,4,29150.426517264103,0.0531
spotify,2,1024,0,29110.157325362623,0.0389
spotify,2,1024,1,29077.417051619213,0.0392
spotify,2,1024,2,29041.874952978542,0.0389
spotify,2,1024,3,29121.518658744157,0.0328
spotify,2,1024,4,29122.83374113451,0.0549
spotify,2,4096,0,29030.34328223044,0.056
spotify,2,4096,1,29032.51276930871,0.0591
spotify,2,4096,2,29030.591628822775,0.0924
spotify,2,4096,3,29034.545522185683,0.0506
spotify,2,4096,4,29052.192711819152,0.091
spotify,4,64,0,21869.731965917348,0.0922
spotify,4,64,1,19975.73129846968,0.0801
spotify,4,64,2,18666.923594124863,0.0819
spotify,4,64,3,21703.598331628877,0.0815
spotify,4,64,4,18939.451231924224,0.0665
spotify,4,128,0,19546.18994829834,0.1026
spotify,4,128,1,18112.8301482299,0.0823
spotify,4,128,2,18270.04331578297,0.0666
spotify,4,128,3,19847.07364079041,0.0666
spotify,4,128,4,17990.4016032084,0.0675
spotify,4,256,0,19065.604625289925,0.0648
spotify,4,256,1,19377.538939515034,0.0852
spotify,4,256,2,18094.48418158136,0.0955
spotify,4,256,3,18174.02203636116,0.0702
spotify,4,256,4,19301.548455178807,0.0565
spotify,4,512,0,19041.1503888724,0.1073
spotify,4,512,1,19342.308129900375,0.1039
spotify,4,512,2,19082.969431764377,0.1143
spotify,4,512,3,17917.721264411135,0.0961
spotify,4,512,4,17942.12321017555,0.1009
spotify,4,1024,0,18907.519286309165,0.0978
spotify,4,1024,1,17866.345867186774,0.1069
spotify,4,1024,2,17794.204028877386,0.1042
spotify,4,1024,3,17830.532505745563,0.1129
spotify,4,1024,4,19020.730959677054,0.1146
spotify,4,4096,0,17741.82542490577,0.1221
spotify,4,4096,1,18936.452320948105,0.1291
spotify,4,4096,2,17748.101438255588,0.1643
spotify,4,4096,3,17742.131235832276,0.1235
spotify,4,4096,4,18932.171533590725,0.1182
spotify,8,64,0,13230.880137247917,0.1
spotify,8,64,1,13383.334943274629,0.1093
spotify,8,64,2,13029.983168673349,0.1017
spotify,8,64,3,14050.15286237521,0.116
spotify,8,64,4,15061.114879894107,0.0975
spotify,8,128,0,13286.410694088447,0.1117
spotify,8,128,1,13599.388182619557,0.1091
spotify,8,128,2,12102.045585420503,0.1016
spotify,8,128,3,12104.538722744424,0.1122
spotify,8,128,4,11981.901524696277,0.1122
spotify,8,256,0,11815.627577894626,0.1098
spotify,8,256,1,12019.804793762522,0.0959
spotify,8,256,2,14475.27577454949,0.0906
spotify,8,256,3,11714.979155031137,0.0844
spotify,8,256,4,11978.373007084425,0.0844
spotify,8,512,0,11670.72579768202,0.1095
spotify,8,512,1,11594.270540560217,0.1122
spotify,8,512,2,11583.169958948529,0.1043
spotify,8,512,3,11476.691313957263,0.105
spotify,8,512,4,11449.64163193727,0.1025
spotify,8,1024,0,11876.829310360237,0.1038
spotify,8,1024,1,11424.159798805333,0.1121
spotify,8,1024,2,11517.248296342932,0.1124
spotify,8,1024,3,11504.726468856406,0.1163
spotify,8,1024,4,11734.945814811803,0.1152
spotify,8,4096,0,11325.082220408243,0.1278
spotify,8,4096,1,11309.212194856653,0.1225
spotify,8,4096,2,11291.031253834937,0.1377
spotify,8,4096,3,11194.527800012402,0.1139
spotify,8,4096,4,11190.209250818865,0.1151
spotify,16,64,0,9787.25246313783,0.1122
