Dataset,Clusters,Budget,Iteration,Cost,Time
uber,32,128,2,53.35533612967312,0.0621
uber,32,128,3,53.49871873874967,0.066
uber,32,128,4,71.9621086805439,0.127
uber,32,256,0,54.669965319622776,0.0638
uber,32,256,1,51.56300103617585,0.0627
uber,32,256,2,55.23054752791602,0.0802
uber,32,256,3,50.94609338269527,0.0637
uber,32,256,4,54.32888012933358,0.0842
uber,32,512,0,44.93036311001165,0.0783
uber,32,512,1,44.95065782106149,0.116
uber,32,512,2,49.62940215642796,0.1077
uber,32,512,3,46.646846740813686,0.0663
uber,32,512,4,46.165895520066314,0.1054
uber,32,1024,0,43.5734103765553,0.1241
uber,32,1024,1,41.80299343950726,0.0988
uber,32,1024,2,44.60291844828953,0.0986
uber,32,1024,3,43.70014979337083,0.0762
uber,32,1024,4,47.25190993562237,0.0666
uber,32,2048,0,41.34961321477088,0.0789
uber,32,2048,1,40.85121269663688,0.0937
uber,32,2048,2,41.296304620414006,0.1143
uber,32,2048,3,45.971833923839725,0.0756
uber,32,2048,4,41.77304480254124,0.1099
uber,32,4096,0,41.62547230747414,0.1961
uber,32,4096,1,39.903266395580594,0.1024
uber,32,4096,2,41.11274822635135,0.1624
uber,32,4096,3,40.000383915612474,0.2192
uber,32,4096,4,40.46055909241535,0.1853
uber,64,64,0,66.64889220000362,0.0887
uber,64,64,1,64.27306943999973,0.1043
uber,64,64,2,71.1410298799983,0.1196
uber,64,64,3,59.15906363999997,0.0746
uber,64,64,4,77.18399614000155,0.0768
uber,64,128,0,31.851065583854567,0.1155
uber,64,128,1,41.799400882699146,0.1109
uber,64,128,2,33.23628571430359,0.1132
uber,64,128,3,51.8298051963764,0.1029
uber,64,128,4,60.226786075537724,0.0731
uber,64,256,0,31.770453139753098,0.1194
uber,64,256,1,31.316396628302343,0.1198
uber,64,256,2,30.67964135574924,0.1044
uber,64,256,3,36.14777579672346,0.1149
uber,64,256,4,32.28378493650423,0.1194
uber,64,512,0,25.155005512804763,0.0778
uber,64,512,1,28.149805722328626,0.094
uber,64,512,2,30.72205736038772,0.1043
uber,64,512,3,25.95142401156098,0.1048
uber,64,512,4,25.804043674920237,0.1244
uber,64,1024,0,23.17846865314205,0.1211
uber,64,1024,1,24.563479097356694,0.1193
uber,64,1024,2,22.99763481180205,0.1213
uber,64,1024,3,23.29717762398426,0.0899
uber,64,1024,4,24.78384026411842,0.1169
uber,64,2048,0,20.991229534880418,0.1231
uber,64,2048,1,22.03271939352117,0.1457
uber,64,2048,2,22.103084863081847,0.133
uber,64,2048,3,20.903151056538025,0.1222
uber,64,2048,4,21.119502859284726,0.0951
uber,64,4096,0,19.82216250914684,0.1793
uber,64,4096,1,19.952598514249665,0.1373
uber,64,4096,2,20.38186783596531,0.135
uber,64,4096,3,20.477350292275627,0.1816
uber,64,4096,4,20.236800930164293,0.1438
spotify,2,64,0,30056.65659075851,0.0168
spotify,2,64,1,30368.12476921337,0.012
spotify,2,64,2,29848.44536934948,0.0134
spotify,2,64,3,33472.520424210714,0.0284
spotify,2,64,4,33354.003329218045,0.0264
