Dataset_Name,Dataset_Type,K_Clusters,Q_Budget,Iteration,Cost_Loyd,Time_Loyd,Cost_Biased,Time_Biased,Cost_Uniform,Time_Uniform
spotify,tabular,2,1024,1,29020.42127403665,0.187,29111.702115002445,0.0382,31787.97992199331,0.0199
spotify,tabular,2,1024,2,29020.42127403665,0.1659,29117.73549367203,0.0432,29064.219861708716,0.0165
spotify,tabular,2,1024,3,29020.42127403665,0.1378,29156.237926440248,0.044,31779.05885668401,0.0181
spotify,tabular,2,1024,4,29020.42127403665,0.1608,31726.66927739913,0.0393,29101.698095068827,0.0121
spotify,tabular,2,4096,0,29020.42127403665,0.1932,29034.161405746934,0.0414,29031.335744678418,0.0321
spotify,tabular,2,4096,1,29020.42127403665,0.1763,29069.338302547545,0.0839,29050.325537672186,0.0176
spotify,tabular,2,4096,2,29020.42127403665,0.137,29028.12592234021,0.0476,29037.10923386477,0.0178
spotify,tabular,2,4096,3,29020.42127403665,0.1589,29030.913826903867,0.0666,29056.432012215046,0.091
spotify,tabular,2,4096,4,29020.42127403665,0.146,29027.23517458222,0.0619,29034.538687187196,0.0159
spotify,tabular,4,64,0,18841.898300530207,0.1607,19358.8885843084,0.065,19836.449181124975,0.0325
spotify,tabular,4,64,1,18841.898300530207,0.1727,21028.715288633706,0.0593,20659.668689735685,0.0431
spotify,tabular,4,64,2,18841.898300530207,0.1385,18440.867939033196,0.0662,20188.473961324038,0.0347
spotify,tabular,4,64,3,18841.898300530207,0.1469,20090.144206100333,0.0651,19070.294898788805,0.0351
spotify,tabular,4,64,4,18841.898300530207,0.1706,20200.54211547577,0.0672,20120.801458194615,0.0353
spotify,tabular,4,128,0,18841.898300530207,0.1524,19561.254138033702,0.0722,19627.044028026594,0.033
spotify,tabular,4,128,1,18841.898300530207,0.1462,19361.830351310433,0.0784,18466.080998850804,0.0283
spotify,tabular,4,128,2,18841.898300530207,0.1499,18113.560932463424,0.0635,18680.625598811,0.0357
spotify,tabular,4,128,3,18841.898300530207,0.1695,18707.264710436684,0.0639,18231.61355259323,0.0413
spotify,tabular,4,128,4,18841.898300530207,0.1377,19405.861137706543,0.0632,19870.157599501472,0.0392
spotify,tabular,4,256,0,18841.898300530207,0.1458,17898.808896748924,0.066,20186.39851860805,0.0377
spotify,tabular,4,256,1,18841.898300530207,0.1524,19407.509307848097,0.0676,19470.922701627085,0.0387
spotify,tabular,4,256,2,18841.898300530207,0.1606,19269.63825079336,0.0586,17922.644091779475,0.0415
spotify,tabular,4,256,3,18841.898300530207,0.1726,18112.846921675515,0.063,19156.670932366644,0.0379
spotify,tabular,4,256,4,18841.898300530207,0.1383,19214.803055885717,0.0794,19320.099823297907,0.0243
spotify,tabular,4,512,0,18841.898300530207,0.1578,17934.87681934781,0.0779,17964.464423235007,0.0302
spotify,tabular,4,512,1,18841.898300530207,0.1557,19053.73911368067,0.1147,19075.331050120112,0.0117
spotify,tabular,4,512,2,18841.898300530207,0.1649,19151.081350289624,0.0864,19513.169220337055,0.034
spotify,tabular,4,512,3,18841.898300530207,0.1647,19130.52083572708,0.0772,19232.202562886156,0.0348
spotify,tabular,4,512,4,18841.898300530207,0.1457,19255.35738455012,0.0583,17893.22548965354,0.0533
spotify,tabular,4,1024,0,18841.898300530207,0.1579,19077.416134178406,0.0829,17807.352133360866,0.0275
spotify,tabular,4,1024,1,18841.898300530207,0.1397,18902.40255435937,0.0727,17881.523187691273,0.034
spotify,tabular,4,1024,2,18841.898300530207,0.1818,19088.45266214558,0.0834,19264.59852658932,0.0316
spotify,tabular,4,1024,3,18841.898300530207,0.1488,17792.6652863672,0.1011,17809.30053579832,0.0151
spotify,tabular,4,1024,4,18841.898300530207,0.1517,19053.036001126155,0.0744,17859.44688862818,0.0372
spotify,tabular,4,4096,0,18841.898300530207,0.1477,18957.423337176777,0.126,17743.393181251337,0.0408
spotify,tabular,4,4096,1,18841.898300530207,0.1579,17743.623144053425,0.1176,18871.41908564289,0.0376
spotify,tabular,4,4096,2,18841.898300530207,0.1837,18943.1107116984,0.1263,18940.677754383163,0.0382
spotify,tabular,4,4096,3,18841.898300530207,0.1503,18942.226501072455,0.1311,18929.612812603395,0.0521
spotify,tabular,4,4096,4,18841.898300530207,0.1794,17753.224419521925,0.1236,17760.212194054962,0.0568
spotify,tabular,8,64,0,11272.856936855667,0.2305,12595.260547162721,0.1068,14116.084506246087,0.0229
spotify,tabular,8,64,1,11272.856936855667,0.2213,13039.997009024803,0.089,15530.18421319859,0.0203
spotify,tabular,8,64,2,11272.856936855667,0.2,12618.762784838009,0.1014,14961.09327707017,0.0125
spotify,tabular,8,64,3,11272.856936855667,0.196,12888.160571367445,0.107,15267.29958384651,0.016
spotify,tabular,8,64,4,11272.856936855667,0.2245,13469.72241153077,0.1022,13077.648337695911,0.012
spotify,tabular,8,128,0,11272.856936855667,0.2066,13279.120814593938,0.1008,12305.655326709977,0.0149
spotify,tabular,8,128,1,11272.856936855667,0.2283,13173.32814213284,0.093,12461.854274281835,0.0145
spotify,tabular,8,128,2,11272.856936855667,0.168,11970.933891718314,0.1198,12055.660886223239,0.0317
spotify,tabular,8,128,3,11272.856936855667,0.2343,12761.67762574588,0.1193,13661.267499414189,0.011
spotify,tabular,8,128,4,11272.856936855667,0.2242,12856.286730377415,0.1022,13045.28135463956,0.014
spotify,tabular,8,256,0,11272.856936855667,0.1828,11965.031748061137,0.1038,12604.848031976611,0.015
spotify,tabular,8,256,1,11272.856936855667,0.1917,11744.752400520349,0.1034,12062.215782378706,0.0151
spotify,tabular,8,256,2,11272.856936855667,0.195,11714.383248834827,0.1059,12760.878477887003,0.0133
spotify,tabular,8,256,3,11272.856936855667,0.1955,11626.785327882088,0.0692,11857.082962592147,0.0305
spotify,tabular,8,256,4,11272.856936855667,0.1676,11906.963122194653,0.1029,11848.513884751268,0.0133
spotify,tabular,8,512,0,11272.856936855667,0.2252,11805.169586240805,0.1054,11400.683489201165,0.0124
spotify,tabular,8,512,1,11272.856936855667,0.2119,11637.398854797942,0.1033,11458.247596913938,0.015
spotify,tabular,8,512,2,11272.856936855667,0.2041,11711.72401733552,0.1074,11591.465175847337,0.02
spotify,tabular,8,512,3,11272.856936855667,0.2071,11601.929076332246,0.1056,11887.405238155729,0.0123
spotify,tabular,8,512,4,11272.856936855667,0.2137,11663.900032951184,0.1045,12115.83984284299,0.0136
spotify,tabular,8,1024,0,11272.856936855667,0.1843,11264.013167090256,0.1169,11287.457310279979,0.0161
spotify,tabular,8,1024,1,11272.856936855667,0.193,11324.10729776277,0.1058,12746.661716149349,0.013
spotify,tabular,8,1024,2,11272.856936855667,0.1743,11492.849892864098,0.1124,11283.615191550907,0.0131
spotify,tabular,8,1024,3,11272.856936855667,0.1812,11340.397793475327,0.1051,11514.658929887522,0.0122
spotify,tabular,8,1024,4,11272.856936855667,0.1763,11418.877906451131,0.1046,11389.59612911648,0.0122
spotify,tabular,8,4096,0,11272.856936855667,0.2024,11884.01298403024,0.1397,11296.498184648095,0.0283
spotify,tabular,8,4096,1,11272.856936855667,0.2641,11283.83843570327,0.1441,11183.03504429604,0.0881
spotify,tabular,8,4096,2,11272.856936855667,0.204,11269.905417705053,0.204,11183.583419108654,0.0352
spotify,tabular,8,4096,3,11272.856936855667,0.1722,11281.840901018746,0.1205,11180.163240071073,0.02
spotify,tabular,8,4096,4,11272.856936855667,0.1787,11395.898072189168,0.1144,11176.97066619582,0.0194
spotify,tabular,16,64,0,7728.471668926251,0.3425,11022.91850725455,0.1238,10525.022466469025,0.0135
spotify,tabular,16,64,1,7728.471668926251,0.2497,9728.444050547427,0.1069,10506.822079636117,0.0162
spotify,tabular,16,64,2,7728.471668926251,0.3042,10093.326660748,0.1207,9807.750018132274,0.0374
spotify,tabular,16,64,3,7728.471668926251,0.3225,10352.31090196106,0.1169,11230.055221701645,0.0204
spotify,tabular,16,64,4,7728.471668926251,0.2441,10071.834205450292,0.1053,10587.767781858489,0.0253
spotify,tabular,16,128,0,7728.4716689262505,0.3134,9913.925312004701,0.1022,10001.190476161595,0.0109
spotify,tabular,16,128,1,7728.471668926251,0.3152,9215.780568411315,0.1049,9811.993086553353,0.02
spotify,tabular,16,128,2,7728.471668926251,0.3126,9420.869578061365,0.1088,9397.07604748712,0.0113
spotify,tabular,16,128,3,7728.471668926251,0.3024,10177.94623226659,0.1139,9675.360449481635,0.0137
spotify,tabular,16,128,4,7728.471668926251,0.3158,9169.482171075932,0.1239,9282.477937978481,0.0187
spotify,tabular,16,256,0,7728.471668926251,0.3106,8856.482707040606,0.116,9067.592425136663,0.0213
spotify,tabular,16,256,1,7728.471668926251,0.3249,8840.604005365798,0.1166,8686.330464969247,0.0166
spotify,tabular,16,256,2,7728.471668926251,0.2802,8814.755877091438,0.111,9131.115278312329,0.0374
spotify,tabular,16,256,3,7728.471668926251,0.3566,8845.657254720136,0.1115,8648.839487034824,0.0179
spotify,tabular,16,256,4,7728.471668926251,0.3195,9213.530839063746,0.1375,9035.72846477677,0.0276
spotify,tabular,16,512,0,7728.471668926251,0.3263,8372.343334611096,0.1392,8492.023072648863,0.0217
spotify,tabular,16,512,1,7728.471668926251,0.3471,8442.457687488244,0.1051,8271.20841770303,0.0143
spotify,tabular,16,512,2,7728.471668926251,0.2693,8600.992951531509,0.1085,8509.671461023392,0.0131
spotify,tabular,16,512,3,7728.471668926251,0.2682,8593.73825280522,0.1088,8299.10596602371,0.0124
spotify,tabular,16,512,4,7728.471668926251,0.281,8320.670061438279,0.1075,8256.784145523656,0.0122
spotify,tabular,16,1024,0,7728.4716689262505,0.2634,8172.92200259204,0.1061,8232.183428917862,0.0154
spotify,tabular,16,1024,1,7728.471668926251,0.2933,8041.164861727869,0.1065,7926.397582887814,0.0171
spotify,tabular,16,1024,2,7728.471668926251,0.4038,8352.903216567556,0.1201,7988.299551112155,0.014
spotify,tabular,16,1024,3,7728.471668926251,0.2658,8227.593916875896,0.1115,8276.225525880025,0.0134
spotify,tabular,16,1024,4,7728.471668926251,0.2512,8398.517248451339,0.1077,8215.893547839147,0.0147
spotify,tabular,16,4096,0,7728.471668926251,0.2975,7829.136693295,0.1354,7795.634766206959,0.0266
spotify,tabular,16,4096,1,7728.471668926251,0.2604,8120.120600938557,0.1313,7843.611810505849,0.0455
spotify,tabular,16,4096,2,7728.471668926251,0.248,7931.345196785927,0.1373,7889.766987779562,0.0324
spotify,tabular,16,4096,3,7728.471668926251,0.259,7919.841749940215,0.1194,7870.92258903133,0.0221
spotify,tabular,16,4096,4,7728.471668926251,0.2474,8210.646863019025,0.1188,7871.00292360916,0.0215
spotify,tabular,32,64,0,5657.038648025786,0.625,7713.822803263862,0.1103,9291.464947560566,0.0134
spotify,tabular,32,64,1,5657.038648025786,0.6794,8118.8296310632595,0.1161,9236.024084464,0.0168
spotify,tabular,32,64,2,5657.038648025786,0.7102,7602.072327971868,0.1104,10065.676231008854,0.0254
spotify,tabular,32,64,3,5657.038648025786,0.5485,7489.660891838221,0.1101,8199.517040557548,0.0136
spotify,tabular,32,64,4,5657.038648025786,0.6958,7585.173237875602,0.1184,8520.01282047049,0.024
spotify,tabular,32,128,0,5657.038648025786,0.4805,6822.170875109248,0.1257,7780.455153218437,0.012
spotify,tabular,32,128,1,5657.038648025786,0.6746,7075.384851784454,0.1352,7693.706267330787,0.0411
spotify,tabular,32,128,2,5657.038648025786,0.6764,7073.889566210049,0.12,7253.890101056135,0.0131
spotify,tabular,32,128,3,5657.038648025786,0.5754,6855.418170281258,0.1361,8402.188774875587,0.0348
spotify,tabular,32,128,4,5657.038648025786,0.6435,7196.118135594235,0.1182,7614.195413088473,0.0127
spotify,tabular,32,256,0,5657.038648025786,0.6344,6677.610538476399,0.1081,6988.92269651955,0.0318
spotify,tabular,32,256,1,5657.038648025786,0.6473,6752.942348635654,0.1122,7183.8011411668585,0.0163
spotify,tabular,32,256,2,5657.038648025786,0.6275,6563.194370221255,0.1528,6728.732001612148,0.0334
spotify,tabular,32,256,3,5657.038648025786,0.5026,6776.583607954602,0.1126,7045.17485728117,0.0174
spotify,tabular,32,256,4,5657.038648025786,0.5475,6596.307513288235,0.1168,6899.460497843428,0.0136
spotify,tabular,32,512,0,5657.038648025786,0.5448,6544.519449314594,0.1192,6471.528699580244,0.0324
spotify,tabular,32,512,1,5657.038648025786,0.7035,6579.902962177905,0.1275,6522.949541322405,0.0404
spotify,tabular,32,512,2,5657.038648025786,0.804,6294.455868269197,0.1149,6358.139433101876,0.02
spotify,tabular,32,512,3,5657.038648025786,0.7393,6357.26963012289,0.1125,6537.593801059603,0.0142
spotify,tabular,32,512,4,5657.038648025786,0.6257,6306.856592113714,0.1481,6508.409050873593,0.0271
spotify,tabular,32,1024,0,5657.038648025786,0.6884,6250.118004277371,0.1118,6247.318500217433,0.0145
spotify,tabular,32,1024,1,5657.038648025786,0.6649,6018.635987136666,0.1114,6237.202182484013,0.0151
spotify,tabular,32,1024,2,5657.038648025786,0.5434,6106.283994966541,0.1097,6139.112637241129,0.0158
spotify,tabular,32,1024,3,5657.038648025786,0.6324,6120.284059112104,0.1076,6094.781231618643,0.0155
spotify,tabular,32,1024,4,5657.038648025786,0.5893,6050.754968722939,0.1125,6172.598795103663,0.0164
spotify,tabular,32,4096,0,5657.038648025786,0.6094,5807.085780381708,0.1252,5897.172587156443,0.0603
spotify,tabular,32,4096,1,5657.038648025786,0.6436,5815.021751705486,0.1294,5846.067266104192,0.0279
spotify,tabular,32,4096,2,5657.038648025786,0.6778,5849.443560208058,0.1463,5845.9905907812135,0.0583
spotify,tabular,32,4096,3,5657.038648025786,0.5837,5770.372123276175,0.1397,5894.42681322379,0.0635
spotify,tabular,32,4096,4,5657.038648025786,0.6061,5931.56102917362,0.1579,5904.3520487670885,0.0398
spotify,tabular,64,64,0,4162.252589572359,0.8536,5590.5726837859775,0.1512,6905.549467396579,0.0334
spotify,tabular,64,64,1,4162.252589572359,0.9578,5666.249151612598,0.1608,8947.580505455357,0.0286
spotify,tabular,64,64,2,4162.252589572359,0.8465,5507.785672696191,0.1601,7025.866357368973,0.0385
spotify,tabular,64,64,3,4162.252589572359,0.8799,5858.356975763925,0.1612,6841.010657464254,0.0255
spotify,tabular,64,64,4,4162.252589572359,0.8349,5525.389164353319,0.1846,8093.402704251179,0.0227
spotify,tabular,64,128,0,4162.252589572359,1.0297,5527.91538184037,0.1518,6394.4897971437895,0.0309
spotify,tabular,64,128,1,4162.252589572359,0.8607,5416.683143866035,0.1892,6064.894690641545,0.0469
spotify,tabular,64,128,2,4162.252589572359,1.0427,5521.472319431557,0.1188,5827.253626229907,0.019
spotify,tabular,64,128,3,4162.252589572359,0.8355,5687.036275767272,0.175,5831.135120182989,0.0207
spotify,tabular,64,128,4,4162.252589572359,0.9414,5621.218224991631,0.1149,6387.938688282355,0.0143
spotify,tabular,64,256,0,4162.252589572359,0.9063,5135.770914051196,0.1559,5893.718994151194,0.0159
spotify,tabular,64,256,1,4162.252589572359,0.9222,5158.907914219832,0.1823,5402.40418917927,0.029
spotify,tabular,64,256,2,4162.252589572359,0.7902,5074.588456292794,0.1593,5187.236068010059,0.0165
spotify,tabular,64,256,3,4162.252589572359,0.8268,5019.020092218758,0.2131,5316.442403767258,0.0476
spotify,tabular,64,256,4,4162.252589572359,0.9968,5046.23521830275,0.1932,5739.9338133723695,0.0556
spotify,tabular,64,512,0,4162.252589572359,0.8816,4823.726031201526,0.1192,5120.824340262767,0.056
spotify,tabular,64,512,1,4162.252589572359,0.9903,4907.701234019989,0.1249,4925.869170824495,0.0218
spotify,tabular,64,512,2,4162.252589572359,1.0643,4793.434282979997,0.1143,5110.427689526317,0.0239
spotify,tabular,64,512,3,4162.252589572359,1.1745,4898.198649005104,0.1619,4899.569305021007,0.0366
spotify,tabular,64,512,4,4162.252589572359,0.9042,4849.541077567319,0.161,4998.364528714248,0.0182
spotify,tabular,64,1024,0,4162.252589572359,1.1435,4625.443746794954,0.131,4723.79277165935,0.0362
spotify,tabular,64,1024,1,4162.252589572359,1.0504,4603.6478374725975,0.1175,4735.540601124952,0.026
spotify,tabular,64,1024,2,4162.252589572359,1.1304,4698.179326920343,0.1715,4727.229093475102,0.0383
spotify,tabular,64,1024,3,4162.252589572359,0.8787,4621.518093485182,0.157,4725.773307505688,0.0227
spotify,tabular,64,1024,4,4162.252589572359,0.978,4638.552121752013,0.1488,4863.128509629554,0.0199
spotify,tabular,64,4096,0,4162.252589572359,0.9044,4317.457870382403,0.2016,4414.617772614938,0.0704
spotify,tabular,64,4096,1,4162.252589572359,1.0546,4320.306712883083,0.1385,4365.002117026032,0.0482
spotify,tabular,64,4096,2,4162.252589572359,1.0473,4326.273403952617,0.2009,4349.092862779044,0.036
spotify,tabular,64,4096,3,4162.252589572359,0.8478,4326.7915527442465,0.2136,4318.8209902584185,0.0738
spotify,tabular,64,4096,4,4162.252589572359,1.0716,4377.045191041095,0.2518,4358.478435685674,0.0817
